firm,year,filename,summary,positive,negative,compound_sentiment,total_tokens,asset_counts,region_counts,aspect_sentiments,region_sentiments,topic_id,topic_keywords,topic_label
AQR,2024,2_AQR_2024.pdf,"In 2023, expected returns fell for private credit, equities but increased further for the boom asset class of 2023. We conclude with a slimmer equity risk premia. Principal expected real return of a global and Global Co-Head of the Portfolio 60/40 portfolio held steady at 3%.",88,176,-0.3333333333333333,1,"{'Equity': 28, 'Fixed Income': 20, 'Real Estate': 8, 'Commodities': 8, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 7, 'Hedge Funds': 0, 'Cash': 47}","{'USA': 146, 'Europe': 30, 'Asia': 29, 'Emerging Markets': 9}","{'Equity': 0.08699025958776474, 'Fixed Income': 0.05319353938102722, 'Real Estate': 0.0, 'Commodities': -0.29751676321029663, 'Alternatives': 0.7449042201042175, 'Infrastructure': None, 'Private Equity': -0.13848882062094553, 'Hedge Funds': None, 'Cash': 0.10300781660609776}","{'USA': -0.010102796653085503, 'Europe': -0.0017206907272338868, 'Asia': 0.03472870588302612, 'Emerging Markets': 0.1142759621143341}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
AQR,2025,2_AQR_2025.pdf,"In 2024, equity markets rallied for a second consecutive year but our expected returns – based on current valuations – continue to imply risk premia are compressed. The expected real return of a global 60/40 portfolio has risen to 3.5%, driven by average of nearly 5% since 1900.",96,140,-0.1864406779661017,1,"{'Equity': 19, 'Fixed Income': 16, 'Real Estate': 6, 'Commodities': 7, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 4, 'Hedge Funds': 0, 'Cash': 39}","{'USA': 141, 'Europe': 33, 'Asia': 29, 'Emerging Markets': 8}","{'Equity': -0.03760481932583977, 'Fixed Income': 0.0689355092389243, 'Real Estate': 0.12094852328300476, 'Commodities': -0.35702011585235593, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': 0.0, 'Hedge Funds': None, 'Cash': 0.14912650920450687}","{'USA': 0.016936499793250282, 'Europe': 0.05031270840588738, 'Asia': -0.04980236919302689, 'Emerging Markets': 0.0}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
BlackRock,2019,3_BlackRock_2019.pdf,Unprecedented policies will be needed to respond to the next economic downturn. Monetary policy is almost exhausted as global interest rates plunge towards zero or below. Fiscal policy on its own will struggle to provide major stimulus in a timely fashion given high debt levels.,114,292,-0.43842364532019706,1,"{'Equity': 1, 'Fixed Income': 11, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 4, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 164, 'Europe': 51, 'Asia': 22, 'Emerging Markets': 0}","{'Equity': 0.0, 'Fixed Income': -0.06049764427271756, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': 0.6647782176733017, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.1746298869450887}","{'USA': -0.08290876654105458, 'Europe': -0.14715263446172078, 'Asia': 0.06230945797527537, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2020,3_BlackRock_2020.pdf,"The recent virus outbreak leads us to reconsider our initial view that global growth would edge higher in 2020. We see interest rate-sensitive sectors such as housing firming, but the broader growth pickup may be delayed. The increase of uncertainty reemphasizes the need of sources of resilience. A focus on sustainability can also help add resilience to portfolios.",18,26,-0.18181818181818182,1,"{'Equity': 0, 'Fixed Income': 0, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 46, 'Europe': 12, 'Asia': 18, 'Emerging Markets': 0}","{'Equity': None, 'Fixed Income': None, 'Real Estate': None, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.07569073484494136, 'Europe': -0.08394003576702541, 'Asia': -0.2297934651374817, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2021,3_BlackRock_2021.pdf,"The Covid-19 pandemic has accelerated profound shifts in how economies and societies operate. We see transformations across sustainability, inequality, geopolitics and macro policy. The new investment order is still evolving, and investors will need to adapt. The traditional business cycle playbook does not apply to the pandemic.",123,186,-0.20388349514563106,1,"{'Equity': 33, 'Fixed Income': 22, 'Real Estate': 2, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 4}","{'USA': 131, 'Europe': 60, 'Asia': 76, 'Emerging Markets': 7}","{'Equity': 0.15960893034934998, 'Fixed Income': -0.1191129603169181, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.0660911500453949, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.06185741722583771}","{'USA': 0.14773361455826534, 'Europe': 0.14749822957175118, 'Asia': 0.12802140951156615, 'Emerging Markets': 0.28617029388745624}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2022,3_BlackRock_2022.pdf,"The BlackRock Investment Institute has released its 2022 global outlook. The report is written by Philipp Hildebrand, Jean Boivin, Wei Li and Vivek Paul. It is published by BlackRock for investors in the U.S., CANADA, HONG KONG, SINGAPORE and AUSTRALIA.",89,158,-0.2793522267206478,1,"{'Equity': 50, 'Fixed Income': 48, 'Real Estate': 2, 'Commodities': 1, 'Alternatives': 1, 'Infrastructure': 3, 'Private Equity': 1, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 100, 'Europe': 44, 'Asia': 55, 'Emerging Markets': 4}","{'Equity': 0.2524723898857198, 'Fixed Income': -0.039998593718506566, 'Real Estate': 0.22527670860290527, 'Commodities': 0.0, 'Alternatives': -0.8708232641220093, 'Infrastructure': 0.6077901124954224, 'Private Equity': 0.9170281887054443, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.07187089561061426, 'Europe': -0.05012677510579427, 'Asia': -0.0071402788162231445, 'Emerging Markets': 0.17631028592586517}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2023,3_BlackRock_2023.pdf,"The Great Moderation, the four-decade period of largely stable activity and inflation, is behind us. The new regime of greater macro and market volatility is playing out. A recession is foretold; central banks are on course to overtighten policy as they seek to tame inflation. This new regime calls for rethinking bonds, our second theme.",112,221,-0.32732732732732733,1,"{'Equity': 34, 'Fixed Income': 53, 'Real Estate': 1, 'Commodities': 2, 'Alternatives': 2, 'Infrastructure': 17, 'Private Equity': 1, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 102, 'Europe': 41, 'Asia': 24, 'Emerging Markets': 1}","{'Equity': 0.08610811932333584, 'Fixed Income': 0.0646594280288333, 'Real Estate': 0.0, 'Commodities': 0.4171075224876404, 'Alternatives': -0.48179012537002563, 'Infrastructure': 0.2949745217959086, 'Private Equity': -0.45110708475112915, 'Hedge Funds': None, 'Cash': 0.9398210346698761}","{'USA': -0.026760023459792136, 'Europe': -0.10595788215768748, 'Asia': 0.01298743486404419, 'Emerging Markets': -0.7347226738929749}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2024,3_BlackRock_2024.pdf,The new regime of greater macro and market volatility has resulted in greater uncertainty and dispersion of returns. This is a sea change from relying on the one-and-done asset allocations that worked so well during the Great Moderation. We believe this is a time to grab the investing wheel – and seize the opportunities the new regime has on offer.,175,166,0.026392961876832845,1,"{'Equity': 19, 'Fixed Income': 22, 'Real Estate': 12, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 9, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 2}","{'USA': 141, 'Europe': 37, 'Asia': 28, 'Emerging Markets': 0}","{'Equity': 0.027607787400484085, 'Fixed Income': 0.3149290330269757, 'Real Estate': 0.3342868387699127, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': 0.33233072608709335, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.3233861029148102}","{'USA': 0.001410763053333058, 'Europe': 0.03469523273665329, 'Asia': 0.0431258198287752, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BlackRock,2025,3_BlackRock_2025.pdf,BlackRock’s senior portfolio managers and investment executives gather for two days to debate the outlook for economies and markets. The Global Outlook is the culmination of that debate and discussion. This is not a typical business cycle – the world is undergoing an economic transformation driven by mega forces.,133,166,-0.11036789297658862,1,"{'Equity': 29, 'Fixed Income': 20, 'Real Estate': 4, 'Commodities': 2, 'Alternatives': 3, 'Infrastructure': 30, 'Private Equity': 6, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 129, 'Europe': 42, 'Asia': 31, 'Emerging Markets': 3}","{'Equity': 0.20044232960100528, 'Fixed Income': -0.07287069968879223, 'Real Estate': -0.3635282516479492, 'Commodities': 0.0, 'Alternatives': 0.3085169792175293, 'Infrastructure': 0.2827681452035904, 'Private Equity': -0.4025370279947917, 'Hedge Funds': None, 'Cash': 0.011137584845225016}","{'USA': 0.06416937076684201, 'Europe': 0.05807390596185412, 'Asia': 0.30920135703953827, 'Emerging Markets': 0.5623633861541748}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2020,4_BMO_2020.pdf,The S&P 500 Index has posted positive returns 8 out of the past 11 years since this bull market began. Inverted yield curve mania defined pre-conceived negativity in 2019 – will the opposite happen in 2020?,311,347,-0.0547112462006079,1,"{'Equity': 92, 'Fixed Income': 1, 'Real Estate': 50, 'Commodities': 5, 'Alternatives': 0, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 42}","{'USA': 401, 'Europe': 40, 'Asia': 13, 'Emerging Markets': 1}","{'Equity': 0.15749604254961014, 'Fixed Income': -0.9635294675827026, 'Real Estate': 0.028299797522394282, 'Commodities': 0.4561452746391296, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.322581581000624}","{'USA': 0.03772484991004912, 'Europe': -0.024435664478101228, 'Asia': 0.06967015398873223, 'Emerging Markets': 0.4718599319458008}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2021,4_BMO_2021.pdf,"This year brought forward many challenges, as a healthcare crisis emerged with the potential to become a full-blown economic crisis. Despite the difficulties over the past year, markets have generally persevered and looked beyond these hurdles. We believe the driving forces for 2021 will be ‘Recovery, Rotation and Reflation’",48,49,-0.010309278350515464,1,"{'Equity': 9, 'Fixed Income': 5, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 1, 'Infrastructure': 2, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 38, 'Europe': 2, 'Asia': 0, 'Emerging Markets': 0}","{'Equity': 0.2719154730439186, 'Fixed Income': 0.21042635440826415, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': -0.6614090800285339, 'Infrastructure': 0.8297165334224701, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': 0.16942723654210567, 'Europe': 0.8804846405982971, 'Asia': None, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2022,4_BMO_2022.pdf,"There was no shortage of surprises in 2021, which started with the storming of the Capitol. The sudden reemergence of in                ation was the biggest story of the year. But there were many curious subplots and unexpected twists, from meme stocks to a blockage of the Suez Canal.",18,42,-0.4,1,"{'Equity': 1, 'Fixed Income': 1, 'Real Estate': 0, 'Commodities': 0, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 60, 'Europe': 7, 'Asia': 2, 'Emerging Markets': 0}","{'Equity': -0.5717477202415466, 'Fixed Income': 0.0, 'Real Estate': None, 'Commodities': None, 'Alternatives': 0.0, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': -0.2252825554027114, 'Europe': 0.017400309443473816, 'Asia': 0.12266957759857178, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2023,4_BMO_2023.pdf,"Brent Joyce, CFA Chief Investment Strategist BMO Private Investment Counsel Inc. 2023 Market Outlook The End of Free Everything? Could Simply Be a Return to Normal Brent Joyce, BMO Chief Investment strategist.",89,122,-0.15639810426540285,1,"{'Equity': 28, 'Fixed Income': 43, 'Real Estate': 1, 'Commodities': 1, 'Alternatives': 1, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 0}","{'USA': 74, 'Europe': 23, 'Asia': 16, 'Emerging Markets': 9}","{'Equity': -0.11426339699671818, 'Fixed Income': -0.008069779723882675, 'Real Estate': 0.6462985277175903, 'Commodities': 0.0, 'Alternatives': 0.9385892748832703, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': None}","{'USA': -0.039334789384156466, 'Europe': -0.21088006863227257, 'Asia': 0.0630223796917842, 'Emerging Markets': -0.15683155400412424}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2024,4_BMO_2024.pdf,"Brent Joyce, CFA, Chief Investment Strategist, BMO Private Investment Counsel Inc. 2024 Capital Markets Outlook Plenty of Progress, Solid Foundations Laid Brent Joyce,. CFA Chief investment Strategist BMO private investment counsel Inc.",108,127,-0.08085106382978724,1,"{'Equity': 31, 'Fixed Income': 33, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 11}","{'USA': 78, 'Europe': 34, 'Asia': 29, 'Emerging Markets': 8}","{'Equity': 0.1419498473405838, 'Fixed Income': 0.21798453949115895, 'Real Estate': None, 'Commodities': 0.0, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.2098190188407898}","{'USA': -0.09565040613374402, 'Europe': -0.19952523708343506, 'Asia': -0.13198049758609973, 'Emerging Markets': -0.225660502910614}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BMO,2025,4_BMO_2025.pdf,"We remain bullish on Equity markets for the coming year despite a likely uptick in volatility under the Trump administration. One potential source of volatility is inflation, which has arguably been the biggest economic story of the past several years. While inflation could increase, it likely won't be as significant a headwind in 2025 as it has been in recent years.",76,77,-0.006535947712418301,1,"{'Equity': 25, 'Fixed Income': 12, 'Real Estate': 0, 'Commodities': 1, 'Alternatives': 0, 'Infrastructure': 1, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 7}","{'USA': 30, 'Europe': 6, 'Asia': 5, 'Emerging Markets': 1}","{'Equity': 0.16684484481811523, 'Fixed Income': 0.39658675410530786, 'Real Estate': None, 'Commodities': 0.9521388411521912, 'Alternatives': None, 'Infrastructure': 0.0, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.24864768981933594}","{'USA': 0.22136298165871546, 'Europe': 0.6674530059099197, 'Asia': 0.6670548766851425, 'Emerging Markets': 0.9495252966880798}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
BNYM,2021,5_BNYM_2021.pdf,"BNY Mellon Investor Solutions, LLC develops capital market return assumptions for approximately 50 asset classes around the world. The assumptions are based on a 10-year investment time horizon and are intended to guide investors in developing their long-term strategic asset allocations.",49,88,-0.2846715328467153,1,"{'Equity': 4, 'Fixed Income': 27, 'Real Estate': 2, 'Commodities': 4, 'Alternatives': 7, 'Infrastructure': 2, 'Private Equity': 7, 'Hedge Funds': 12, 'Cash': 5}","{'USA': 158, 'Europe': 2, 'Asia': 0, 'Emerging Markets': 14}","{'Equity': 0.33814728260040283, 'Fixed Income': -0.0674764228903729, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': 0.0, 'Infrastructure': 0.0, 'Private Equity': 0.2367678383986155, 'Hedge Funds': 0.08262525995572408, 'Cash': 0.0}","{'USA': 0.14295923845334488, 'Europe': 0.9505557417869568, 'Asia': None, 'Emerging Markets': 0.3742802043755849}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
BNYM,2022,5_BNYM_2022.pdf,"BNY Mellon Investor Solutions, LLC develops capital market return assumptions for approximately 50 asset classes around the world. The assumptions are based on a 10-year investment time horizon and are intended to guide investors in developing their long-term strategic asset allocations. This document outlines forecasts for the next 10 years and provides supporting details behind the data.",48,95,-0.32867132867132864,1,"{'Equity': 5, 'Fixed Income': 29, 'Real Estate': 2, 'Commodities': 4, 'Alternatives': 8, 'Infrastructure': 2, 'Private Equity': 5, 'Hedge Funds': 8, 'Cash': 5}","{'USA': 112, 'Europe': 2, 'Asia': 0, 'Emerging Markets': 10}","{'Equity': -0.020429491996765137, 'Fixed Income': -0.04720645883808965, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': 0.21844446659088135, 'Infrastructure': 0.0, 'Private Equity': 0.18353434801101684, 'Hedge Funds': 0.0, 'Cash': 0.0}","{'USA': 0.06926689437917762, 'Europe': 0.8357776403427124, 'Asia': None, 'Emerging Markets': 0.40629178285598755}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
BNYM,2023,5_BNYM_2023.pdf,"The majority of our 2023 10-Year Capital Market Assumptions forecast higher expected returns across most asset classes. Slowing global economic growth and the persistence of elevated inflation have weighed heavily on market returns in 2022. There have been few “safe-haven” assets in 2022, regardless of asset class, geography, market cap or style.",71,168,-0.40585774058577406,1,"{'Equity': 2, 'Fixed Income': 29, 'Real Estate': 4, 'Commodities': 3, 'Alternatives': 7, 'Infrastructure': 6, 'Private Equity': 4, 'Hedge Funds': 9, 'Cash': 9}","{'USA': 128, 'Europe': 15, 'Asia': 8, 'Emerging Markets': 18}","{'Equity': -0.16399255394935608, 'Fixed Income': 0.1979900673031807, 'Real Estate': 0.0, 'Commodities': 0.0, 'Alternatives': 0.3939368426799774, 'Infrastructure': 0.14164813756942748, 'Private Equity': 0.23368121683597565, 'Hedge Funds': -0.23114250600337982, 'Cash': 0.0}","{'USA': 0.16186446404155297, 'Europe': -0.0842946320772171, 'Asia': -0.3052874207496643, 'Emerging Markets': 0.17265361547470093}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
BNYM,2024,5_BNYM_2024.pdf,"BNY Mellon Investor Solutions 2 s t n e t n o C Summary — The Path to Normalization Considering a ""Robust"" Approach to Portfolio Allocations Key Themes for the Next Decade Economic Forecasts Underlying our Capital Market Assumptions Equity Earnings Track GDP Forecasts Fixed Income Returns Improve Alternatives to Benefit from Continued Uncertainty Volatility and Correlations.",150,116,0.12781954887218044,1,"{'Equity': 25, 'Fixed Income': 39, 'Real Estate': 4, 'Commodities': 5, 'Alternatives': 19, 'Infrastructure': 5, 'Private Equity': 6, 'Hedge Funds': 18, 'Cash': 4}","{'USA': 146, 'Europe': 16, 'Asia': 21, 'Emerging Markets': 14}","{'Equity': 0.13768520802259446, 'Fixed Income': 0.1101559828966856, 'Real Estate': -0.22271865606307983, 'Commodities': 0.18495357036590576, 'Alternatives': 0.10921317525207996, 'Infrastructure': -0.22271865606307983, 'Private Equity': 0.29610082507133484, 'Hedge Funds': 0.021925389766693115, 'Cash': -0.12041503936052322}","{'USA': 0.1978165449899271, 'Europe': -0.06827322393655777, 'Asia': 0.20229262113571167, 'Emerging Markets': -0.013701477221080236}",1,"[('the', 0.09542823095617974), ('of', 0.08496143774707501), ('and', 0.07672104567856117), ('to', 0.06344998843266493), ('for', 0.058168638070086216), ('in', 0.050327346281621194), ('return', 0.04171580969324968), ('is', 0.041194114209349326), ('expected', 0.0404581237258703), ('or', 0.03995782691140069)]","the, of, and"
BNYM,2025,5_BNYM_2025.pdf,"Catherine Keating, Global Head of BNY Wealth, presents her 2025 Outlook: Runway in Sight. The U.S. economy continues to lead the rest of the world, with many American consumers feeling confident and countless businesses prospering.",116,136,-0.07936507936507936,1,"{'Equity': 19, 'Fixed Income': 29, 'Real Estate': 4, 'Commodities': 0, 'Alternatives': 0, 'Infrastructure': 0, 'Private Equity': 13, 'Hedge Funds': 0, 'Cash': 21}","{'USA': 85, 'Europe': 13, 'Asia': 12, 'Emerging Markets': 0}","{'Equity': 0.4154848847538233, 'Fixed Income': 0.2810232232917439, 'Real Estate': -0.5285495519638062, 'Commodities': None, 'Alternatives': None, 'Infrastructure': None, 'Private Equity': 0.308724765594189, 'Hedge Funds': None, 'Cash': -0.034597927018215784}","{'USA': 0.15987612328059236, 'Europe': 0.23104920983314514, 'Asia': -0.35965630412101746, 'Emerging Markets': None}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
FranklinTempleton,2022,8_FranklinTempleton_2022.pdf,"Stephen Dover, CFA Chief Market Strategist Franklin Templeton Investment Institute. The ramifications of the pandemic will continue to influence capital markets in 2022. Electric vehicles (EVs) exemplify the roles innovation and technology are playing in equity markets.",210,226,-0.03669724770642202,1,"{'Equity': 3, 'Fixed Income': 27, 'Real Estate': 34, 'Commodities': 0, 'Alternatives': 1, 'Infrastructure': 12, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 3}","{'USA': 315, 'Europe': 45, 'Asia': 63, 'Emerging Markets': 7}","{'Equity': 0.0, 'Fixed Income': 0.03526398092508316, 'Real Estate': 0.07940943487759294, 'Commodities': None, 'Alternatives': 0.0, 'Infrastructure': 0.30914734303951263, 'Private Equity': None, 'Hedge Funds': None, 'Cash': -0.16065161426862082}","{'USA': 0.04028861541990881, 'Europe': 0.2184205436706543, 'Asia': -0.10656967150921724, 'Emerging Markets': -0.2436374170439584}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
FranklinTempleton,2023,8_FranklinTempleton_2023.pdf,"Inflation and the possibility of recession remain the global market’s focal point. Risk/reward profiles seem to favor fixed income over global equities. Extending duration may provide compelling income opportunities, and US Treasuries could be the core for building duration.",265,286,-0.038112522686025406,1,"{'Equity': 30, 'Fixed Income': 54, 'Real Estate': 17, 'Commodities': 1, 'Alternatives': 7, 'Infrastructure': 25, 'Private Equity': 0, 'Hedge Funds': 0, 'Cash': 5}","{'USA': 271, 'Europe': 48, 'Asia': 30, 'Emerging Markets': 7}","{'Equity': 0.12579898998655123, 'Fixed Income': 0.06570003075259072, 'Real Estate': 0.14804014936089516, 'Commodities': -0.9601045250892639, 'Alternatives': 0.3638332684834798, 'Infrastructure': 0.3839994863323543, 'Private Equity': None, 'Hedge Funds': None, 'Cash': 0.3370495080947876}","{'USA': 0.1761946812121555, 'Europe': -0.20223885774612427, 'Asia': -0.09865114390850067, 'Emerging Markets': 0.3065210779507955}",0,"[('the', 0.11447594875183065), ('and', 0.07945768982930382), ('of', 0.07586483698910183), ('to', 0.07392248811795796), ('in', 0.07153207934828493), ('for', 0.04336095749810486), ('is', 0.04003583565185747), ('as', 0.03608450060291426), ('are', 0.0319405978497015), ('we', 0.03121471118042685)]","the, and, of"
